Wall time,Step,Value
1765243570.1295757,10,-2.359999895095825
1765243592.7504535,20,-0.5199999809265137
1765243615.3739438,30,2.890000104904175
1765243637.97294,40,0.9100000262260437
1765243660.5595214,50,4.760000228881836
1765243683.1418784,60,4.139999866485596
1765243705.6816893,70,10.449999809265137
1765243728.3495605,80,9.149999618530273
1765243750.9347422,90,11.600000381469727
1765243773.5139883,100,8.229999542236328
1765243796.0592067,110,12.569999694824219
1765243818.5960763,120,13.329999923706055
1765243841.1915615,130,10.140000343322754
1765243863.7447,140,14.170000076293945
1765243886.32717,150,21.489999771118164
1765243908.9059973,160,19.030000686645508
1765243931.4628277,170,15.710000038146973
1765243954.0837598,180,17.209999084472656
1765243976.7666624,190,12.670000076293945
1765243999.411089,200,18.649999618530273
1765244022.1026204,210,13.930000305175781
1765244044.7958474,220,17.770000457763672
1765244067.4757261,230,12.319999694824219
1765244090.1580553,240,14.140000343322754
1765244112.7965543,250,10.760000228881836
1765244135.443478,260,15.100000381469727
1765244158.1316388,270,17.520000457763672
1765244180.8224754,280,13.109999656677246
1765244203.5480337,290,10.859999656677246
1765244226.251891,300,16.0
1765244248.9712365,310,16.649999618530273
1765244271.7397735,320,19.5
1765244294.4760573,330,20.860000610351562
1765244317.1141741,340,17.170000076293945
1765244339.7767322,350,12.510000228881836
1765244362.4438438,360,15.329999923706055
1765244385.1546257,370,17.110000610351562
1765244407.6606848,380,19.8799991607666
1765244430.1185396,390,15.210000038146973
1765244452.551934,400,16.899999618530273
1765244474.9694898,410,15.399999618530273
1765244497.41038,420,17.90999984741211
1765244519.855348,430,13.869999885559082
1765244542.3489232,440,17.360000610351562
1765244564.956501,450,21.860000610351562
1765244587.4894896,460,18.780000686645508
1765244609.9865224,470,19.149999618530273
1765244632.6519632,480,20.84000015258789
1765244655.194343,490,21.81999969482422
1765244677.7170696,500,19.649999618530273
1765244700.2278152,510,15.170000076293945
1765244722.7353723,520,19.139999389648438
1765244745.2415104,530,23.0
1765244767.7983766,540,18.399999618530273
1765244790.4171057,550,20.31999969482422
1765244813.06898,560,25.889999389648438
1765244835.7573009,570,19.329999923706055
1765244858.3876677,580,16.489999771118164
1765244881.079818,590,21.110000610351562
1765244903.795989,600,18.09000015258789
1765244926.5194993,610,15.850000381469727
1765244949.258462,620,25.219999313354492
1765244971.9713693,630,17.09000015258789
1765244994.6547077,640,14.369999885559082
1765245017.2997453,650,21.790000915527344
1765245039.94375,660,12.609999656677246
1765245062.5778131,670,16.719999313354492
1765245085.1874137,680,19.459999084472656
1765245107.7841911,690,24.84000015258789
1765245130.43094,700,24.889999389648438
1765245153.074198,710,12.600000381469727
1765245175.6881425,720,17.450000762939453
1765245198.480369,730,14.100000381469727
1765245221.1215513,740,18.399999618530273
1765245243.576585,750,20.979999542236328
1765245266.0272114,760,16.760000228881836
1765245288.5090294,770,18.3799991607666
1765245310.9907649,780,18.149999618530273
1765245333.4477482,790,21.389999389648438
1765245355.9156659,800,12.489999771118164
1765245378.3807015,810,14.0
1765245400.8608825,820,13.720000267028809
1765245423.3164783,830,16.0
1765245446.0019948,840,22.350000381469727
1765245468.6349416,850,29.530000686645508
1765245491.3406947,860,19.81999969482422
1765245514.0338259,870,13.930000305175781
1765245536.674026,880,18.270000457763672
1765245559.4131017,890,18.040000915527344
1765245582.2351398,900,14.100000381469727
1765245605.0151665,910,19.670000076293945
1765245627.7568364,920,17.969999313354492
1765245650.5161107,930,20.270000457763672
1765245673.2599208,940,23.520000457763672
1765245696.0329826,950,14.34000015258789
1765245718.5390217,960,14.420000076293945
1765245741.0608935,970,17.299999237060547
1765245763.5508642,980,20.280000686645508
1765245786.05725,990,22.610000610351562
1765245808.4474924,1000,14.890000343322754
