Wall time,Step,Value
1765252901.0815303,10,-1.0
1765252930.2589684,20,-2.869999885559082
1765252959.3729243,30,1.3600000143051147
1765252988.5163171,40,-1.6399999856948853
1765253016.8291965,50,4.110000133514404
1765253044.1662955,60,-0.17000000178813934
1765253070.724233,70,2.9600000381469727
1765253096.810554,80,0.6399999856948853
1765253122.8326228,90,2.1600000858306885
1765253148.9104898,100,3.890000104904175
1765253174.9847105,110,8.40999984741211
1765253201.0522985,120,6.900000095367432
1765253227.0757918,130,8.699999809265137
1765253253.1729596,140,18.040000915527344
1765253279.2336206,150,6.809999942779541
1765253305.2991354,160,15.010000228881836
1765253331.3334508,170,16.65999984741211
1765253357.38411,180,16.950000762939453
1765253383.430542,190,11.670000076293945
1765253409.4738789,200,20.450000762939453
1765253435.5522985,210,15.880000114440918
1765253461.5628262,220,13.84000015258789
1765253487.634047,230,13.34000015258789
1765253513.6929266,240,13.649999618530273
1765253539.7577794,250,14.260000228881836
1765253565.7979138,260,17.739999771118164
1765253591.852546,270,14.40999984741211
1765253617.877686,280,16.549999237060547
1765253644.1904595,290,19.969999313354492
1765253671.635236,300,11.390000343322754
1765253699.080295,310,12.729999542236328
1765253727.0025003,320,10.3100004196167
1765253756.0499501,330,13.670000076293945
1765253785.1109877,340,15.1899995803833
1765253814.1760042,350,18.399999618530273
1765253843.2604697,360,12.199999809265137
1765253872.3407655,370,17.81999969482422
1765253901.4135222,380,15.069999694824219
1765253930.4845386,390,16.68000030517578
1765253959.5526302,400,10.050000190734863
1765253988.6284945,410,13.699999809265137
1765254017.7045376,420,20.260000228881836
1765254046.7839837,430,15.640000343322754
1765254075.8537593,440,25.110000610351562
1765254104.9661756,450,17.969999313354492
1765254134.0402167,460,18.420000076293945
1765254163.1278257,470,17.420000076293945
1765254192.1875234,480,16.899999618530273
1765254221.2560508,490,18.440000534057617
1765254250.3182414,500,18.760000228881836
1765254279.3490038,510,16.15999984741211
1765254308.4249313,520,13.260000228881836
1765254337.4864204,530,23.389999389648438
1765254366.5549932,540,9.880000114440918
1765254395.6190257,550,15.569999694824219
1765254424.6856983,560,19.020000457763672
1765254453.7318687,570,17.440000534057617
1765254482.8006785,580,12.569999694824219
1765254511.8878975,590,15.75
1765254540.970102,600,14.40999984741211
1765254570.016194,610,20.84000015258789
1765254599.092659,620,11.630000114440918
1765254628.1873837,630,12.359999656677246
1765254657.2809713,640,11.75
1765254686.3587937,650,16.200000762939453
1765254715.4241724,660,13.8100004196167
1765254744.5100508,670,2.319999933242798
1765254773.5719626,680,7.650000095367432
1765254802.6649227,690,3.0399999618530273
1765254831.7188482,700,4.570000171661377
1765254860.8181918,710,4.739999771118164
1765254890.048238,720,4.869999885559082
1765254919.1711245,730,3.5
1765254948.238067,740,6.659999847412109
1765254977.2780838,750,6.829999923706055
1765255006.3757217,760,6.809999942779541
1765255035.4824586,770,0.8899999856948853
1765255064.3677278,780,8.399999618530273
1765255087.837035,790,5.800000190734863
1765255111.343681,800,2.5999999046325684
1765255134.8131185,810,5.349999904632568
1765255160.317812,820,6.409999847412109
1765255189.3849363,830,2.240000009536743
1765255218.4577649,840,0.029999999329447746
1765255247.536524,850,2.140000104904175
1765255276.5854316,860,5.349999904632568
1765255305.6665356,870,1.5099999904632568
1765255334.7473125,880,3.6500000953674316
1765255363.8167188,890,-0.2800000011920929
1765255392.8993318,900,0.5899999737739563
1765255421.9196565,910,-0.30000001192092896
1765255450.977706,920,13.0
1765255480.0465245,930,4.75
1765255509.1046987,940,8.319999694824219
1765255538.0292165,950,13.220000267028809
1765255567.780248,960,5.579999923706055
1765255596.9295828,970,3.450000047683716
1765255626.0691094,980,8.109999656677246
1765255655.257763,990,7.920000076293945
1765255684.5129862,1000,5.309999942779541
