Wall time,Step,Value
1765243570.1296265,10,-2.359999895095825
1765243592.7505126,20,-0.5199999809265137
1765243615.3739889,30,2.890000104904175
1765243637.9729874,40,2.890000104904175
1765243660.55959,50,4.760000228881836
1765243683.1419244,60,4.760000228881836
1765243705.6817358,70,10.449999809265137
1765243728.3496091,80,10.449999809265137
1765243750.9347885,90,11.600000381469727
1765243773.5140562,100,11.600000381469727
1765243796.0592577,110,12.569999694824219
1765243818.5961492,120,13.329999923706055
1765243841.1916296,130,13.329999923706055
1765243863.7447562,140,14.170000076293945
1765243886.327214,150,21.489999771118164
1765243908.906043,160,21.489999771118164
1765243931.4628892,170,21.489999771118164
1765243954.0838048,180,21.489999771118164
1765243976.7667043,190,21.489999771118164
1765243999.4111345,200,21.489999771118164
1765244022.102678,210,21.489999771118164
1765244044.7958953,220,21.489999771118164
1765244067.4757721,230,21.489999771118164
1765244090.1581004,240,21.489999771118164
1765244112.7966,250,21.489999771118164
1765244135.443526,260,21.489999771118164
1765244158.1316893,270,21.489999771118164
1765244180.822525,280,21.489999771118164
1765244203.5480857,290,21.489999771118164
1765244226.2519543,300,21.489999771118164
1765244248.9713008,310,21.489999771118164
1765244271.7398243,320,21.489999771118164
1765244294.4761038,330,21.489999771118164
1765244317.114225,340,21.489999771118164
1765244339.7767987,350,21.489999771118164
1765244362.4438887,360,21.489999771118164
1765244385.1546717,370,21.489999771118164
1765244407.6607301,380,21.489999771118164
1765244430.1185853,390,21.489999771118164
1765244452.5519803,400,21.489999771118164
1765244474.9695346,410,21.489999771118164
1765244497.4104245,420,21.489999771118164
1765244519.855399,430,21.489999771118164
1765244542.3489726,440,21.489999771118164
1765244564.9565513,450,21.860000610351562
1765244587.4895415,460,21.860000610351562
1765244609.9865873,470,21.860000610351562
1765244632.6520085,480,21.860000610351562
1765244655.1943893,490,21.860000610351562
1765244677.7171295,500,21.860000610351562
1765244700.227863,510,21.860000610351562
1765244722.7354183,520,21.860000610351562
1765244745.2415547,530,23.0
1765244767.798422,540,23.0
1765244790.417151,550,23.0
1765244813.0690265,560,25.889999389648438
1765244835.7573466,570,25.889999389648438
1765244858.3877146,580,25.889999389648438
1765244881.0798678,590,25.889999389648438
1765244903.796039,600,25.889999389648438
1765244926.5195475,610,25.889999389648438
1765244949.2585118,620,25.889999389648438
1765244971.9714184,630,25.889999389648438
1765244994.6547585,640,25.889999389648438
1765245017.2997952,650,25.889999389648438
1765245039.9438002,660,25.889999389648438
1765245062.5778606,670,25.889999389648438
1765245085.1874814,680,25.889999389648438
1765245107.7842348,690,25.889999389648438
1765245130.430988,700,25.889999389648438
1765245153.0742424,710,25.889999389648438
1765245175.688188,720,25.889999389648438
1765245198.4804144,730,25.889999389648438
1765245221.1215963,740,25.889999389648438
1765245243.5766284,750,25.889999389648438
1765245266.0272553,760,25.889999389648438
1765245288.509076,770,25.889999389648438
1765245310.9908297,780,25.889999389648438
1765245333.447794,790,25.889999389648438
1765245355.915717,800,25.889999389648438
1765245378.3807511,810,25.889999389648438
1765245400.8609328,820,25.889999389648438
1765245423.3165314,830,25.889999389648438
1765245446.0020423,840,25.889999389648438
1765245468.6350062,850,29.530000686645508
1765245491.3407419,860,29.530000686645508
1765245514.0338714,870,29.530000686645508
1765245536.6740718,880,29.530000686645508
1765245559.413148,890,29.530000686645508
1765245582.2351837,900,29.530000686645508
1765245605.0152137,910,29.530000686645508
1765245627.7569003,920,29.530000686645508
1765245650.5161567,930,29.530000686645508
1765245673.259967,940,29.530000686645508
1765245696.0330286,950,29.530000686645508
1765245718.5390658,960,29.530000686645508
1765245741.060939,970,29.530000686645508
1765245763.55091,980,29.530000686645508
1765245786.0572975,990,29.530000686645508
1765245808.4475384,1000,29.530000686645508
