Wall time,Step,Value
1765259433.7051008,10,-1.1399999856948853
1765259470.1514497,20,4.460000038146973
1765259506.5194018,30,4.460000038146973
1765259542.9339404,40,5.900000095367432
1765259579.41419,50,5.900000095367432
1765259615.790793,60,6.489999771118164
1765259652.2944262,70,8.09000015258789
1765259688.731189,80,8.09000015258789
1765259725.091899,90,15.390000343322754
1765259761.4686575,100,15.390000343322754
1765259797.7903771,110,15.390000343322754
1765259834.193164,120,21.440000534057617
1765259870.6514754,130,21.440000534057617
1765259907.006058,140,21.440000534057617
1765259943.4115343,150,21.440000534057617
1765259979.7673187,160,21.440000534057617
1765260016.1421032,170,21.440000534057617
1765260052.532772,180,21.440000534057617
1765260088.8949325,190,21.440000534057617
1765260125.0789347,200,21.440000534057617
1765260161.309604,210,21.440000534057617
1765260197.5314772,220,21.440000534057617
1765260233.7317548,230,21.440000534057617
1765260269.9887047,240,21.440000534057617
1765260306.2805018,250,21.440000534057617
1765260342.756251,260,21.440000534057617
1765260378.97023,270,21.440000534057617
1765260407.2349253,280,21.440000534057617
1765260435.140617,290,21.440000534057617
1765260463.1061885,300,21.440000534057617
1765260491.4597442,310,21.440000534057617
1765260519.7418249,320,21.440000534057617
1765260548.009881,330,21.440000534057617
1765260576.2502892,340,21.860000610351562
1765260604.6414237,350,21.860000610351562
1765260632.8891468,360,22.200000762939453
1765260661.2159595,370,22.200000762939453
1765260689.5038528,380,22.200000762939453
1765260717.7737336,390,27.280000686645508
1765260746.099539,400,27.280000686645508
1765260774.3785162,410,28.459999084472656
1765260802.893476,420,28.459999084472656
1765260831.1387877,430,28.459999084472656
1765260859.4431403,440,28.459999084472656
1765260887.751083,450,28.459999084472656
1765260916.0227501,460,28.459999084472656
1765260939.832848,470,28.459999084472656
1765260963.010882,480,28.459999084472656
1765260986.159122,490,28.459999084472656
1765261009.454308,500,28.459999084472656
1765261032.6868768,510,28.459999084472656
1765261055.881559,520,28.459999084472656
1765261079.0821936,530,28.459999084472656
1765261102.3145049,540,28.459999084472656
1765261125.4855335,550,28.459999084472656
1765261148.695954,560,28.459999084472656
1765261171.8896043,570,28.459999084472656
1765261195.0722582,580,28.459999084472656
1765261218.2961159,590,28.459999084472656
1765261241.5133567,600,28.459999084472656
1765261264.7227106,610,28.459999084472656
1765261287.9273336,620,28.459999084472656
1765261311.153356,630,28.459999084472656
1765261334.354523,640,28.459999084472656
1765261357.5524766,650,28.459999084472656
1765261380.7644553,660,28.459999084472656
1765261403.87567,670,28.459999084472656
1765261426.9605346,680,28.459999084472656
1765261451.925756,690,28.459999084472656
1765261479.9849133,700,28.459999084472656
1765261508.0693417,710,28.459999084472656
1765261536.3086145,720,28.459999084472656
1765261564.4419653,730,28.459999084472656
1765261592.5365012,740,28.459999084472656
1765261620.650424,750,28.459999084472656
1765261648.7350867,760,28.459999084472656
1765261676.8372173,770,28.459999084472656
1765261704.8827293,780,28.459999084472656
1765261732.9494288,790,28.459999084472656
1765261761.1455696,800,28.459999084472656
1765261789.2809079,810,28.459999084472656
1765261817.4484458,820,28.459999084472656
1765261845.6466475,830,28.459999084472656
1765261873.8366368,840,28.459999084472656
1765261902.0249128,850,28.459999084472656
1765261930.2176569,860,28.459999084472656
1765261958.3442314,870,28.459999084472656
1765261986.4841406,880,28.459999084472656
1765262014.6292887,890,28.459999084472656
1765262042.7768066,900,28.459999084472656
1765262070.9170125,910,28.459999084472656
1765262096.4600463,920,28.459999084472656
1765262119.476996,930,28.459999084472656
1765262142.4956756,940,28.459999084472656
1765262165.520954,950,28.459999084472656
1765262188.5354683,960,28.459999084472656
1765262211.561603,970,28.459999084472656
1765262234.5897758,980,28.459999084472656
1765262257.682238,990,28.459999084472656
1765262280.7659504,1000,28.459999084472656
